Region,Country,Name,Industry,Market Value(NOK),Market Value(USD),Incorporation Country
North America,Canada,Canadian Natural Resources Ltd,Corporate,489140864,81961287,
North America,Canada,Canadian Pacific Railway Co,Corporate,243076142,40730258,
North America,Canada,Capital Desjardins Inc,Corporate,19488921,3265597,
North America,Canada,Caterpillar Financial Services Ltd,Corporate,12326465,2065444,
North America,Canada,CDP Financial Inc,Government Related,322226563,53992839,
North America,Canada,Cenovus Energy Inc,Corporate,100673327,16868996,
North America,Canada,Citigroup Finance Canada Inc,Corporate,60392043,10119395,
North America,Canada,City of Toronto Canada,Government Related,69200946,11595430,
North America,Canada,ConocoPhillips Canada Funding Co I,Corporate,115025820,19273925,
North America,Canada,Enbridge Inc,Corporate,86391007,14475826,
North America,Canada,Encana Corp,Corporate,220104504,36881091,
North America,Canada,EPCOR Utilities Inc,Corporate,20694834,3467662,
North America,Canada,Federation des Caisses Desjardins du Quebec,Corporate/Securitized,431673138,72331896,
North America,Canada,GE Capital Canada Funding Co,Corporate,301712000,50555383,
North America,Canada,Government of Canada,Government,12045409591,2018349616,
North America,Canada,Greater Toronto Airports Authority,Corporate,281105659,47102549,
North America,Canada,Great-West Lifeco Inc,Corporate,12574579,2107018,
North America,Canada,Holcim Finance Canada Inc,Corporate,18207973,3050959,
North America,Canada,Husky Energy Inc,Corporate,106938060,17918726,
North America,Canada,Hydro One Inc,Corporate,20566667,3446186,
North America,Canada,Hydro Quebec,Government Related,1175941100,197042720,
North America,Canada,Manulife Financial Corp,Corporate,30589757,5125672,
North America,Canada,Metro Inc,Corporate,19245153,3224751,
North America,Canada,Molson Coors Capital Finance ULC,Corporate,49059875,8220557,
North America,Canada,National Bank of Canada,Securitized,1060506207,177700250,
North America,Canada,Nexen Inc,Corporate,101732998,17046557,
North America,Canada,Province of Alberta Canada,Government Related,32525772,5450074,
North America,Canada,Province of British Columbia Canada,Government Related,395011817,66188862,
North America,Canada,Province of Manitoba Canada,Government Related,251864560,42202860,
North America,Canada,Province of New Brunswick Canada,Government Related,478458857,80171392,
North America,Canada,Province of Nova Scotia Canada,Government Related,213701423,35808179,
North America,Canada,Province of Ontario Canada,Government Related,3370778469,564813457,
North America,Canada,Province of Quebec Canada,Government Related,1567970116,262731778,
North America,Canada,Rogers Communications Inc,Corporate,483132033,80954437,
North America,Canada,Royal Bank of Canada,Corporate/Securitized,911352115,152707733,
North America,Canada,RONA Inc,Corporate,24241113,4061883,
North America,Canada,Shaw Communications Inc,Corporate,151688754,25417229,
North America,Canada,Suncor Energy Inc,Corporate,509348083,85347244,
North America,Canada,Sun Life Financial Inc,Corporate,59941984,10043982,
North America,Canada,Talisman Energy Inc,Corporate,44307621,7424261,
North America,Canada,Teck Resources Ltd,Corporate,257245189,43104448,
North America,Canada,TELUS Corp,Corporate,98101522,16438060,
North America,Canada,Thomson Reuters Corp,Corporate,457189785,76607509,
North America,Canada,Toronto-Dominion Bank/The,Securitized,2371187552,397320278,
North America,Canada,TransAlta Corp,Corporate,65997563,11058666,
North America,Canada,TransCanada PipeLines Ltd,Corporate,410594381,68799903,
North America,Canada,Vale Canada Ltd,Corporate,66715425,11178952,
North America,Canada,Wells Fargo Financial Canada Corp,Corporate,37053998,6208832,
North America,Canada,World Color Press Inc,Corporate,8,1,
North America,Canada,Xstrata Canada Corp,Corporate,42464230,7115380,
North America,Canada,Xstrata Finance Canada Ltd,Corporate,312548765,52371210,
North America,Canada,Yellow Media Inc,Corporate,19642135,3291270,
Latin America,Cayman Islands,Crest Ltd,Securitized,667078,111777,
Latin America,Cayman Islands,Embraer Overseas Ltd,Corporate,45728474,7662342,
Latin America,Cayman Islands,Hongkong Land Finance Cayman Island Co Ltd,Corporate,29629413,4964756,
Latin America,Cayman Islands,Hutchison Whampoa Finance 09 Ltd,Corporate,130985020,21948076,
Latin America,Cayman Islands,Hutchison Whampoa International 09/16 Ltd,Corporate,96114844,16105169,
Latin America,Cayman Islands,IPIC GMTN Ltd,Government Related,195749255,32800083,
Latin America,Cayman Islands,Mastr Alternative NIM,Securitized,3,1,
Latin America,Cayman Islands,NSCR Trust,Securitized,5967950,1000000,
Latin America,Cayman Islands,Sharp SP I LLC Net Interest Margin Trust,Securitized,23,4,
Latin America,Cayman Islands,TDIC Finance Ltd,Government Related,33042135,5536597,
Latin America,Cayman Islands,Thames Water Utilities Cayman Finance Ltd,Corporate,34097600,5713453,
Latin America,Cayman Islands,TIAA Real Estate CDO Ltd,Securitized,1655243,277355,
Latin America,Cayman Islands,Transocean Inc,Corporate,175481304,29403950,
Latin America,Cayman Islands,Usiminas Commercial Ltd,Corporate,20000505,3351319,
Latin America,Cayman Islands,Vale Overseas Ltd,Corporate,583218774,97725144,
Latin America,Cayman Islands,Yorkshire Water Services Bradford Finance Ltd,Corporate,111210249,18634581,
Latin America,Chile,Banco del Estado de Chile,Government Related,30798352,5160625,
Latin America,Chile,Banco Santander Chile,Corporate,30073077,5039097,
Latin America,Chile,Celulosa Arauco y Constitucion SA,Corporate,32641516,5469469,
Latin America,Chile,Chile Government International Bond,Government,251157263,42084344,
Latin America,Chile,Colbun SA,Corporate,25717965,4309347,
Latin America,Chile,Corp Nacional del Cobre de Chile,Government Related,256739896,43019780,
Latin America,Chile,Inversiones CMPC SA,Corporate,20237756,3391073,
Asia,China,Export-Import Bank of China,Government Related,163345696,27370487,
Asia,China,Government of China,Government,186522137,31253971,
Europe,Croatia,Government of Croatia,Government,160727592,26931793,
Europe,Cyprus,Government of Cyprus,Government,237623993,39816686,
Europe,Czech Republic,Ceske Drahy,Corporate,118924143,19927135,
Europe,Czech Republic,CEZ AS,Government Related,439322144,73613577,
Europe,Czech Republic,Government of the Czech Republic,Government,412210192,69070651,
Europe,Denmark,BRFkredit A/S,Government Related,335543009,56224166,
Europe,Denmark,Carlsberg Breweries A/S,Corporate,34626804,5802127,
Europe,Denmark,Danske Bank A/S,Corporate,71313876,11949476,
Europe,Denmark,DONG Energy A/S,Government Related,250733973,42013417,
Europe,Denmark,FIH Erhvervsbank A/S,Government Related,286942576,48080593,
Europe,Denmark,Government of Denmark,Government,10007289188,1676838644,
Europe,Denmark,Kommunekredit,Government Related,600459969,100614109,
Europe,Denmark,Nordea Kredit Realkreditaktieselskab,Securitized,1085370868,181866616,
Europe,Denmark,Nykredit Bank A/S,Securitized,65037218,10897749,
Europe,Denmark,Nykredit Realkredit A/S,Securitized,840126936,140773119,
Europe,Denmark,Realkredit Danmark A/S,Securitized,2166296547,362988387,
Europe,Denmark,Spar Nord Bank A/S,Government Related,71005480,11897801,
Africa,Egypt,Government of Egypt,Government Related,171209234,28688115,
Europe,Estonia,Eesti Energia AS,Government Related,77581170,12999635,
Europe,Finland,Aktia Real Estate Mortgage Bank PLC,Securitized,668556818,112024534,
Europe,Finland,Elisa OYJ,Corporate,42105916,7055340,
Europe,Finland,Fortum OYJ,Government Related,267339316,44795837,
Europe,Finland,Government of Finland,Government,7096763287,1189145902,
Europe,Finland,Metso OYJ,Corporate,39717920,6655203,
Europe,Finland,Nokia OYJ,Corporate,60270283,10098993,
Europe,Finland,Nordea Bank Finland PLC,Securitized,1194492799,200151275,
Europe,Finland,OP Mortgage Bank,Securitized,581976157,97516929,
Europe,Finland,Pohjola Bank PLC,Corporate,112897706,18917334,
Europe,Finland,Sampo OYJ,Corporate,306883535,51421935,
Europe,Finland,Teollisuuden Voima OYJ,Corporate,105829193,17732922,
Europe,France,Agence Francaise de Developpement,Government Related,1986382012,332841598,
Europe,France,Alstom SA,Corporate,95834465,16058188,
Europe,France,Areva SA,Government Related,120885564,20255794,
Europe,France,Autoroutes du Sud de la France SA,Corporate,398723760,66810841,
Europe,France,AXA SA,Corporate,542924672,90973395,
Europe,France,Banques Populaires Covered Bond SA,Securitized,648626380,108684956,
Europe,France,Banque Federative du Credit Mutuel SA,Corporate,380326061,63728091,
Europe,France,BNP Paribas Home Loan SFH,Securitized,2590080549,433998366,
Europe,France,BNP Paribas SA,Corporate,828935843,138897920,
Europe,France,Bouygues SA,Corporate,93249242,15625004,
Europe,France,BPCE SFH SA,Securitized,811038817,135899064,
Europe,France,Caisse des Depots et Consignations,Government Related,401114741,67211478,
Europe,France,Caisse de Refinancement de l'Habitat SA,Securitized,7591618168,1272064640,
Europe,France,Caisse d'Amortissement de la Dette Sociale,Government Related,7116241719,1192409742,
Europe,France,Caisse Nationale des Autoroutes,Government Related,410445997,68775040,
Europe,France,Carrefour SA,Corporate,230501002,38623146,
Europe,France,Casino Guichard Perrachon SA,Corporate,152591547,25568503,
Europe,France,Cie de St-Gobain,Corporate,249582227,41820429,
Europe,France,Cie Financiere et Industrielle des Autoroutes,Corporate,166312221,27867563,
Europe,France,Ciments Francais SA,Corporate,41066118,6881110,
Europe,France,CIF Euromortgage SA,Securitized,1405146277,235448735,
Europe,France,CNP Assurances,Corporate,70836306,11869454,
Europe,France,Credit Agricole Covered Bonds,Securitized,2284722832,382832100,
Europe,France,Credit Agricole SA,Corporate,1093586999,183243325,
Europe,France,Credit Foncier de France,Securitized,5171472426,866540843,
Europe,France,Credit Immobilier de France Development SA,Corporate,401383595,67256528,
Europe,France,Credit Logement SA,Corporate,85298569,14292775,
Europe,France,Credit Mutuel Arkea SAC,Corporate,41411808,6939034,
Europe,France,Credit Mutuel - CIC Home Loan SFH,Securitized,3724988659,624165527,
Europe,France,Dexia Credit Local SA,Corporate,1388977749,232739508,
Europe,France,Dexia Municipal Agency SA,Securitized,7015829882,1175584561,
Europe,France,EDF SA,Government Related,1571571652,263335258,
Europe,France,France Telecom SA,Corporate,1870805924,313475469,
Europe,France,GCE Covered Bonds SA,Securitized,398689402,66805084,
Europe,France,GDF Suez,Corporate,212948158,35681961,
Europe,France,GIE PSA Tresorerie,Corporate,26398334,4423350,
Europe,France,Government of France,Government,79789907186,13369734530,
Europe,France,Groupama SA,Corporate,436628093,73162157,
Europe,France,Groupe BPCE,Corporate,58146870,9743190,
Europe,France,HSBC France SA,Corporate/Securitized,441457908,73971449,
Europe,France,Imerys SA,Corporate,84470054,14153948,
Europe,France,Klepierre,Corporate,64578788,10820933,
Europe,France,Korreden SA,Corporate,157456,26384,
Europe,France,Lafarge SA,Corporate,62935018,10545500,
Europe,France,LaSer Cofinoga,Corporate,54071120,9060250,
Europe,France,La Mondiale Vie,Corporate,65616075,10994743,
Europe,France,La Poste SA,Government Related,224732693,37656598,
Europe,France,Legrand France SA,Corporate,146659203,24574469,
Europe,France,Natixis,Corporate,334059393,55975568,
Europe,France,OSEO SA,Government Related,738794938,123793755,
Europe,France,Pernod-Ricard SA,Corporate,187503500,31418410,
Europe,France,PPR,Corporate,92478766,15495902,
Europe,France,RCI Banque SA,Corporate,128592708,21547216,
Europe,France,Regie Autonome des Transports Parisiens,Government Related,553040435,92668410,
Europe,France,Reseau Ferre de France,Government Related,1587227852,265958638,
Europe,France,RTE EDF Transport SA,Government Related,103772604,17388317,
Europe,France,Sanofi,Corporate,495859634,83087096,
Europe,France,SA de Gestion des Stocks de Securite,Government Related,89090986,14928239,
Europe,France,SES SA,Corporate,89601116,15013718,
Europe,France,Societe Des Autoroutes Paris-Rhin-Rhone,Corporate,50006990,8379258,
Europe,France,Societe Financement de l'Economie Francaise,Government Related,1159339957,194261004,
Europe,France,Societe Francaise du Radiotelephone,Corporate,41601841,6970876,
Europe,France,Societe Generale SA,Corporate,1129954649,189337151,
Europe,France,Societe Generale SCF SA,Securitized,705873804,118277433,
Europe,France,Societe Nationale des Chemins de Fer Francais,Government Related,875690407,146732196,
Europe,France,Solvay Finance France SA,Corporate,30971396,5189621,
Europe,France,Suez Environnement Co,Corporate,351171400,58842886,
Europe,France,Technicolor SA,Corporate,72825,12203,
Europe,France,Total Capital SA,Corporate,298426278,50004822,
Europe,France,Total SA,Corporate,156888945,26288582,
Europe,France,Unedic,Government Related,179867310,30138877,
Europe,France,Vauban Mobilisations Garanties SA,Securitized,360612745,60424894,
Europe,France,Veolia Environnement SA,Corporate,919835529,154129228,
Europe,France,Vivendi SA,Corporate,331452803,55538804,
Europe,Germany,Bayerische Landesbank,Corporate/Securitized,250105114,41908045,
Europe,Germany,Bayerische Landesbodenkreditanstalt,Government Related,420667105,70487706,
Europe,Germany,BayernLB Capital Trust I,Corporate,64931296,10880000,
Europe,Germany,Bayer AG,Corporate,93772509,15712683,
Europe,Germany,BASF SE,Corporate,402338020,67416453,
Europe,Germany,Bertelsmann AG,Corporate,245629879,41158166,
Europe,Germany,Bremer Landesbank Kreditanstalt Oldenburg - Girozentrale,Government Related,81413616,13641806,
Europe,Germany,Commerzbank AG,Corporate,414287050,69418653,
Europe,Germany,Daimler AG,Corporate,494487965,82857257,
Europe,Germany,DekaBank Deutsche Girozentrale,Government Related,491507883,82357909,
Europe,Germany,Deutsche Apotheker-und Aerztebank eG,Corporate,161607469,27079226,
Europe,Germany,Deutsche Bank AG,Corporate,556155667,93190403,
Europe,Germany,Deutsche Pfandbriefbank AG,Securitized,4693789224,786499422,
Europe,Germany,Deutsche Postbank Funding Trust IV,Corporate,64431498,10796253,
Europe,Germany,Dexia Kommunalbank Deutschland AG,Securitized,367474999,61574745,
Europe,Germany,Duesseldorfer Hypothekenbank AG,Corporate/Securitized,593091728,99379473,
Europe,Germany,Erste Abwicklungsanstalt,Government Related,414248196,69412143,
Europe,Germany,Eurogrid GmbH,Corporate,35032648,5870131,
Europe,Germany,Eurohypo AG,Securitized,5087925502,852541577,
Europe,Germany,EWE AG,Corporate,130466194,21861141,
Europe,Germany,FMS Wertmanagement AoR,Government Related,5042763810,844974206,
Europe,Germany,Gemeinsame Deutsche Bundeslaender,Government Related,823271245,137948750,
Europe,Germany,Gothaer Allgemeine Versicherung AG,Corporate,26644565,4464609,
Europe,Germany,Government of Germany,Government,51293506191,8594828407,
Europe,Germany,Henkel AG & Co KGaA,Corporate,42827398,7176233,
Europe,Germany,HSH Finanzfonds AoeR,Government Related,107581066,18026469,
Europe,Germany,HSH Nordbank AG,Government Related,1678580489,281265843,
Europe,Germany,IKB Deutsche Industriebank AG,Corporate,137292,23005,
Europe,Germany,Kreditanstalt fuer Wiederaufbau,Government Related,22703405464,3804221795,
Europe,Germany,Landesbank Baden-Wuerttemberg,Corporate,405694273,67978832,
Europe,Germany,Landesbank Berlin AG,Government Related,383817670,64313151,
Europe,Germany,Landesbank Hessen-Thueringen Girozentrale,Government Related,184082675,30845211,
Europe,Germany,Landwirtschaftliche Rentenbank,Government Related,2668631314,447160468,
Europe,Germany,Land Thueringen,Government Related,205781678,34481133,
Europe,Germany,MAN SE,Corporate,47479668,7955775,
Europe,Germany,Merck KGaA,Corporate,225550568,37793642,
Europe,Germany,Metro AG,Corporate,185530396,31087793,
Europe,Germany,Muenchener Rueckversicherungs AG,Corporate,203627912,34120244,
Europe,Germany,Norddeutsche Landesbank Girozentrale,Government Related,373452221,62576299,
Europe,Germany,State of Baden-Wurttemberg,Government Related,159723016,26763464,
Europe,Germany,State of Berlin,Government Related,693385671,116184899,
Europe,Germany,State of Brandenburg,Government Related,563020945,94340761,
Europe,Germany,State of Hesse,Government Related,246742509,41344601,
Europe,Germany,State of Lower Saxony,Government Related,205899048,34500800,
Europe,Germany,State of North Rhine-Westphalia,Government Related,6329354929,1060557633,
Europe,Germany,State of Rhineland-Palatinate,Government Related,79432252,13309805,
Europe,Germany,State of Schleswig-Holstein,Government Related,161101185,26994393,
Europe,Germany,Talisman Finance PLC,Securitized,206359928,34578026,
Europe,Germany,UniCredit Bank AG,Securitized,612258692,102591123,
Europe,Germany,Volkswagen AG,Corporate,660252757,110633091,
Europe,Germany,Volkswagen Financial Services AG,Corporate,296727790,49720220,
Europe,Germany,Volkswagen Leasing GmbH,Corporate,40114194,6721604,
Europe,Germany,VW Credit Canada Inc,Corporate,31031858,5199752,
Europe,Germany,WestLB AG,Government Related,689288152,115498312,
Europe,Germany,WL BANK AG Westfaelische Landschaft Bodenkreditbank,Securitized,812761024,136187640,
Europe,Greece,EFG Hellas Funding Ltd,Corporate,13004521,2179060,
Europe,Greece,Government of Greece,Government,1515693106,253972152,
Europe,Greece,Marfin Popular Bank PCL,Corporate,28745293,4816611,
Europe,Greece,National Bank of Greece SA,Securitized,63635580,10662888,
Asia,Hong Kong,Bank of China Hong Kong Ltd,Corporate,94553574,15843560,
Asia,Hong Kong,CLP Power Hong Kong Financing Ltd,Corporate,31440097,5268157,
Asia,Hong Kong,Gain Silver Finance Ltd,Corporate,32746932,5487132,
Asia,Hong Kong,Hong Kong Special Administrative Region,Government,66424905,11130272,
Asia,Hong Kong,Hutchison Whampoa Finance 03/13 Ltd,Corporate,100614238,16859095,
Asia,Hong Kong,Hutchison Whampoa Finance 05 Ltd,Corporate,82539915,13830531,
Asia,Hong Kong,Hutchison Whampoa International 03/33 Ltd,Corporate,506785548,84917861,
Asia,Hong Kong,Hutchison Whampoa International 09 Ltd,Corporate,52377143,8776404,
Europe,Hungary,Government of Hungary,Government,644049591,107918061,
Europe,Hungary,OTP Bank PLC,Corporate,28852120,4834511,
Europe,Iceland,Danaher European Finance Co ehf,Corporate,41029207,6874925,
Europe,Iceland,Glitnir Banki HF,Corporate,58413279,9787830,
Europe,Iceland,Kaupthing Bank Hf,Corporate,18545697,3107549,
Europe,Iceland,Landsbanki Islands HF,Corporate,3389978,568031,
Asia,India,Government of India,Government,570823861,95648231,
Asia,India,ICICI Bank Ltd,Corporate,152403336,25536966,
Asia,India,Indian Oil Corp Ltd,Government Related,24702638,4139217,
Asia,India,State Bank of India,Government Related,60125389,10074714,
Asia,Indonesia,Government of Indonesia,Government,329698046,55244773,
International,International Organisations,African Development Bank,Government Related,223059403,37376218,
International,International Organisations,Asian Development Bank,Government Related,703296043,117845499,
International,International Organisations,Corp Andina de Fomento,Government Related,222938407,37355944,
International,International Organisations,Council Of Europe Development Bank,Government Related,1080666154,181078286,
International,International Organisations,Eurofima,Government Related,1215712894,203706950,
International,International Organisations,European Investment Bank,Government Related,24099148436,4038094896,
International,International Organisations,European Union,Government Related,5849999635,980236033,
International,International Organisations,International Finance Facility for Immunisation,Government Related,31859157,5338375,
International,International Organisations,Inter-American Development Bank,Government Related,365177241,61189729,
International,International Organisations,Nordic Investment Bank,Government Related,977266883,163752525,
International,International Organisations,World Bank,Government Related,1556645395,260834188,
Europe,Ireland,AIB Mortgage Bank,Securitized,1297497234,217410875,
Europe,Ireland,Allied Irish Banks PLC,Government Related,541192915,90683219,
Europe,Ireland,Bank of Ireland Mortgage Bank,Securitized,622513486,104309434,
Europe,Ireland,Bord Gais Eireann,Government Related,41759048,6997218,
Europe,Ireland,Celtic Residential Irish Mortgage Securitisation,Securitized,541048675,90659050,
Europe,Ireland,Depfa ACS Bank,Securitized,760800802,127481095,
Europe,Ireland,EBS Ltd,Government Related,143279044,24008084,
Europe,Ireland,GE Capital European Funding,Corporate,1631755435,273419756,
Europe,Ireland,GE Capital UK Funding,Corporate,1010072026,169249412,
Europe,Ireland,Government of Ireland,Government,3812715815,638865241,
Europe,Ireland,Governor & Co of the Bank of Ireland/The,Corporate/Securitized,1654934772,277303726,
Europe,Ireland,Irish Bank Resolution Corp Ltd,Government Related,378543937,63429475,
Europe,Ireland,Irish Life & Permanent Group Holdings PLC,Government Related,834050069,139754869,
Europe,Ireland,Saphir Finance PLC,Corporate,962587,161293,
Middle East,Israel,Government of Israel,Government,198644409,33285200,
Middle East,Israel,Teva Pharmaceutical Industries Ltd,Corporate,530666011,88919313,
Europe,Italy,A2A SpA,Government Related,192682677,32286242,
Europe,Italy,ACEA SpA,Corporate,28160973,4718701,
Europe,Italy,Assicurazioni Generali SpA,Corporate,321151526,53812704,
Europe,Italy,Atlantia SpA,Corporate,504615238,84554200,
Europe,Italy,Banca Carige SpA,Securitized,203751137,34140892,
Europe,Italy,Banca Monte dei Paschi di Siena SpA,Corporate/Securitized,1220466426,204503460,
Europe,Italy,Banca Popolare di Milano Scarl,Securitized,69398103,11628466,
Europe,Italy,Banca Popolare di Vicenza,Corporate,62339681,10445745,
Europe,Italy,Banco Popolare SC,Corporate/Securitized,303154375,50797070,
Europe,Italy,Cassa Depositi e Prestiti SpA,Securitized,4771788151,799569057,
Europe,Italy,City of Rome Italy,Government Related,29528276,4947809,
Europe,Italy,Edison SpA,Corporate,35760060,5992017,
Europe,Italy,Enel SpA,Corporate,289688340,48540678,
Europe,Italy,ENI SpA,Corporate,92469468,15494344,
Europe,Italy,Fiat Finance North America Inc,Corporate,262182,43932,
Europe,Italy,Government of Italy,Government,32913636536,5515065732,
Europe,Italy,Hera SpA,Corporate,113455060,19010726,
Europe,Italy,Intesa Sanpaolo SpA,Corporate/Securitized,1079132008,180821221,
Europe,Italy,Lottomatica SpA,Corporate,39502270,6619069,
Europe,Italy,Region of Lombardy Italy,Government Related,64509056,10809249,
Europe,Italy,Telecom Italia SpA,Corporate,854859228,143241687,
Europe,Italy,Terna Rete Elettrica Nazionale SpA,Corporate,39996247,6701840,
Europe,Italy,UniCredit SpA,Corporate/Securitized,2544446914,426351915,
Europe,Italy,Unione di Banche Italiane SCPA,Securitized,1077207792,180498796,
Europe,Italy,Unipol Gruppo Finanziario SpA,Corporate,90471007,15159478,
Europe,Italy,Vela Home Srl,Securitized,63937251,10713436,
Asia,Japan,Bank of Tokyo-Mitsubishi UFJ Ltd,Corporate,62495701,10471888,
Asia,Japan,Dai-ichi Life Insurance Co Ltd/The,Corporate,19095411,3199660,
Asia,Japan,Development Bank of Japan,Government Related,233158254,39068399,
Asia,Japan,Fukoku Mutual Life Insurance Co,Corporate,50728134,8500094,
Asia,Japan,Government of Japan,Government,67035767519,11232628879,
Asia,Japan,Japan Finance Corp,Government Related,589228357,98732120,
Asia,Japan,Japan Finance Organization for Municipalities,Government Related,384794836,64476887,
