Region,Country,Name,Industry,Market Value(NOK),Market Value(USD),Incorporation Country
Europe,Austria,Heta Asset Resolution AG,Government Related Bonds,801147467,97947571,Austria
Europe,Austria,Hypo Tirol Bank AG,Securitized Bonds,199807018,24428227,Austria
Europe,Austria,Hypoe NOE Landesbank fuer Niederoesterreich und Wien AG,Securitized Bonds,148227242,18122130,Austria
Europe,Austria,KA Finanz AG,Government Related Bonds,349316565,42707130,Austria
Europe,Austria,Oberoesterreichische Landesbank AG,Securitized Bonds,241122412,29479410,Austria
Europe,Austria,OeBB-Infrastruktur AG,Government Related Bonds,596866136,72972319,Austria
Europe,Austria,Oesterreichische Kontrollbank AG,Government Related Bonds,1126211735,137689637,Austria
Europe,Austria,Raiffeisenlandesbank Niederoesterreich-Wien AG,Securitized Bonds,544075847,66518225,Austria
Europe,Austria,UniCredit Bank Austria AG,Securitized Bonds,336810308,41178126,Austria
Europe,Belgium,Anheuser-Busch InBev Finance Inc,Corporate Bonds,3648730885,446090568,United States
Europe,Belgium,Anheuser-Busch InBev SA/NV,Corporate Bonds,797561810,97509192,Belgium
Europe,Belgium,Anheuser-Busch InBev Worldwide Inc,Corporate Bonds,943632959,115367720,United States
Europe,Belgium,BNP Paribas Fortis SA,Securitized Bonds,935281022,114346620,Belgium
Europe,Belgium,Dexia Credit Local SA,Government Related Bonds,6455273522,789215955,France
Europe,Belgium,Elia System Operator SA/NV,Corporate Bonds,224296701,27422314,Belgium
Europe,Belgium,Flemish Community/The,Government Related Bonds,139113185,17007853,Belgium
Europe,Belgium,Government of Belgium,Government,10539252222,1288519531,Belgium
Europe,Belgium,KBC Group NV,Corporate Bonds,804936313,98410792,Belgium
Latin America,Brazil,Braskem SA,Corporate Bonds,324195990,39635911,Brazil
Latin America,Brazil,Centrais Eletricas Brasileiras SA,Government Related Bonds,170670726,20866050,Brazil
Latin America,Brazil,Gol Linhas Aereas SA,Government Related Bonds,7173703,877050,Brazil
Latin America,Brazil,Government of Brazil,Government,25333985012,3097310301,Brazil
Latin America,Brazil,GTL Trade Finance Inc,Corporate Bonds,130858066,15998590,British Virgin Islands
Latin America,Brazil,Vale Canada Ltd,Corporate Bonds,84252162,10300594,Canada
Latin America,Brazil,Vale Overseas Ltd,Corporate Bonds,413928099,50606478,Cayman Islands
North America,Canada,407 International Inc,Corporate Bonds,25873249,3163240,Canada
North America,Canada,Agrium Inc,Corporate Bonds,359419136,43942261,Canada
North America,Canada,Air Canada,Corporate Bonds,78208665,9561721,Canada
North America,Canada,Alimentation Couche-Tard Inc,Corporate Bonds,704625313,86146859,Canada
North America,Canada,AltaGas Ltd,Corporate Bonds,127578822,15597672,Canada
North America,Canada,AltaLink LP,Corporate Bonds,65541754,8013076,Canada
North America,Canada,Bank of Montreal,Corporate Bonds/Securitized Bonds,3417010816,417760680,Canada
North America,Canada,Bank of Nova Scotia/The,Corporate Bonds/Securitized Bonds,4113822028,502952194,Canada
North America,Canada,Bell Canada Inc,Corporate Bonds,976411635,119375211,Canada
North America,Canada,Brookfield Asset Management Inc,Corporate Bonds,298121809,36448105,Canada
North America,Canada,Brookfield Finance Inc,Corporate Bonds,216981691,26527987,Canada
North America,Canada,Brookfield Finance LLC,Corporate Bonds,341834677,41792401,United States
North America,Canada,Brookfield Renewable Partners ULC,Corporate Bonds,21132255,2583611,Canada
North America,Canada,Caisse Centrale Desjardins,Corporate Bonds/Securitized Bonds,461161335,56381171,Canada
North America,Canada,Canada Mortgage & Housing Corp,Government Related Bonds,23399270895,2860773887,Canada
North America,Canada,Canadian Imperial Bank of Commerce,Corporate Bonds/Securitized Bonds,1423250724,174005358,Canada
North America,Canada,Canadian Natural Resources Ltd,Corporate Bonds,522348746,63861889,Canada
North America,Canada,Canadian Pacific Railway Co,Corporate Bonds,516276703,63119527,Canada
North America,Canada,Capital Desjardins Inc,Corporate Bonds,20966637,2563362,Canada
North America,Canada,CDP Financial Inc,Government Related Bonds,4650556983,568572929,Canada
North America,Canada,Cenovus Energy Inc,Corporate Bonds,434283665,53095132,Canada
North America,Canada,City of Montreal Canada,Government Related Bonds,210452521,25729737,Canada
North America,Canada,City of Toronto Canada,Government Related Bonds,740255067,90502921,Canada
North America,Canada,CPPIB Capital Inc,Government Related Bonds,410746505,50217500,Canada
North America,Canada,Dollarama Inc,Corporate Bonds,99328085,12143763,Canada
North America,Canada,Dream Global Funding I Sarl,Corporate Bonds,642854381,78594800,Luxembourg
North America,Canada,Enbridge Inc,Corporate Bonds,1214552756,148490131,Canada
North America,Canada,Enbridge Pipelines Inc,Corporate Bonds,68461054,8369987,Canada
North America,Canada,Encana Corp,Corporate Bonds,146457124,17905717,Canada
North America,Canada,EPCOR Utilities Inc,Corporate Bonds,20121070,2459984,Canada
North America,Canada,Export Development Canada,Government Related Bonds,486764217,59511357,Canada
North America,Canada,Federation des Caisses Desjardins du Quebec,Corporate Bonds,815260328,99672997,Canada
North America,Canada,Goldcorp Inc,Corporate Bonds,193168290,23616582,Canada
North America,Canada,Government of Canada,Government,25007584498,3057404867,Canada
North America,Canada,Greater Toronto Airports Authority,Corporate Bonds,216684482,26491651,Canada
North America,Canada,Hydro-Quebec,Government Related Bonds,543881136,66494420,Canada
North America,Canada,John Deere Canada Funding Inc,Corporate Bonds,165584446,20244206,Canada
North America,Canada,Kraft Canada Inc,Corporate Bonds,232231316,28392393,Canada
North America,Canada,Loblaw Cos Ltd,Corporate Bonds,100904313,12336471,Canada
North America,Canada,Magna International Inc,Corporate Bonds,372057327,45487395,Canada
North America,Canada,Manufacturers Life Insurance Co/The,Corporate Bonds,112958597,13810217,Canada
North America,Canada,Manulife Financial Corp,Corporate Bonds,730479394,89307756,Canada
North America,Canada,Methanex Corp,Corporate Bonds,81371353,9948389,Canada
North America,Canada,Municipal Finance Authority of British Columbia,Government Related Bonds,1554711442,190077627,Canada
North America,Canada,Muskrat Falls / Labrador Transmission Assets Funding Trust,Government Related Bonds,160834668,19663502,Canada
North America,Canada,National Bank of Canada,Corporate Bonds/Securitized Bonds,575458595,70355052,Canada
North America,Canada,NOVA Chemicals Corp,Government Related Bonds,99364707,12148240,Canada
North America,Canada,Ontario Electricity Financial Corp,Government Related Bonds,258357762,31586588,Canada
North America,Canada,Pembina Pipeline Corp,Corporate Bonds,270037840,33014584,Canada
North America,Canada,Petro-Canada,Corporate Bonds,434385858,53107626,Canada
North America,Canada,Province of Alberta Canada,Government Related Bonds,1290303350,157751331,Canada
North America,Canada,Province of British Columbia Canada,Government Related Bonds,2024273394,247485851,Canada
North America,Canada,Province of Manitoba Canada,Government Related Bonds,981562434,120004943,Canada
North America,Canada,Province of New Brunswick Canada,Government Related Bonds,990922371,121149281,Canada
North America,Canada,Province of Nova Scotia Canada,Government Related Bonds,542076463,66273783,Canada
North America,Canada,Province of Ontario Canada,Government Related Bonds,15308938959,1871657156,Canada
North America,Canada,Province of Quebec Canada,Government Related Bonds,10883684999,1330629573,Canada
North America,Canada,Province of Saskatchewan Canada,Government Related Bonds,48434091,5921509,Canada
North America,Canada,Regional Municipality of Peel Ontario,Government Related Bonds,112559010,13761364,Canada
North America,Canada,Regional Municipality of York,Government Related Bonds,248798391,30417868,Canada
North America,Canada,Rogers Communications Inc,Corporate Bonds,511509900,62536742,Canada
North America,Canada,Royal Bank of Canada,Corporate Bonds/Securitized Bonds,7802980481,953985400,Canada
North America,Canada,Shaw Communications Inc,Corporate Bonds,98854751,12085893,Canada
North America,Canada,Shoppers Drug Mart Corp,Corporate Bonds,98399189,12030197,Canada
North America,Canada,Sobeys Inc,Corporate Bonds,135549236,16572128,Canada
North America,Canada,Suncor Energy Inc,Corporate Bonds,196515655,24025828,Canada
North America,Canada,Teck Resources Ltd,Corporate Bonds,80625655,9857220,Canada
North America,Canada,TELUS Corp,Corporate Bonds,523889996,64050321,Canada
North America,Canada,Thomson Reuters Corp,Corporate Bonds,313777962,38362212,Canada
North America,Canada,Toronto-Dominion Bank/The,Corporate Bonds/Securitized Bonds,4155833574,508088488,Canada
North America,Canada,TransCanada PipeLines Ltd,Corporate Bonds,1209417011,147862240,Canada
North America,Canada,Transcanada Trust,Corporate Bonds,257501206,31481867,Canada
North America,Canada,Union Gas Ltd,Corporate Bonds,207547192,25374534,Canada
Latin America,Chile,Banco Central de Chile,Government,963502561,117796959,Chile
Latin America,Chile,Banco del Estado de Chile,Government Related Bonds,43120732,5271902,Chile
Latin America,Chile,Banco Santander Chile,Corporate Bonds,245248404,29983850,Chile
Latin America,Chile,Celulosa Arauco y Constitucion SA,Corporate Bonds,103036363,12597133,Chile
Latin America,Chile,Cencosud SA,Corporate Bonds,341860531,41795562,Chile
Latin America,Chile,Colbun SA,Corporate Bonds,99185552,12126337,Chile
Latin America,Chile,Corp Nacional del Cobre de Chile,Government Related Bonds,467918111,57207249,Chile
Latin America,Chile,Empresa de Transporte de Pasajeros Metro SA,Corporate Bonds,251366057,30731789,Chile
Latin America,Chile,Empresa Nacional de Telecomunicaciones SA,Corporate Bonds,520252461,63605600,Chile
Latin America,Chile,Government of Chile,Government,2832742867,346328604,Chile
Latin America,Chile,Itau CorpBanca,Corporate Bonds,253472798,30989357,Chile
Latin America,Chile,SACI Falabella,Corporate Bonds,80495437,9841300,Chile
Latin America,Chile,Transelec SA,Corporate Bonds,220426947,26949201,Chile
Asia,China,Alibaba Group Holding Ltd,Corporate Bonds,1666352489,203726762,Cayman Islands
Asia,China,Bank of China Ltd,Government Related Bonds,98583426,12052721,China
Asia,China,Bank of Ningbo Co Ltd,Corporate Bonds,119789,14645,China
Asia,China,China Construction Bank Corp,Government Related Bonds,138665775,16953153,China
Asia,China,China Development Bank,Government Related Bonds,523999868,64063754,China
Asia,China,Export-Import Bank of China/The,Government Related Bonds,7018128501,858030100,China
Asia,China,Government of China,Government,4749593964,580681101,China
Asia,China,Lens Technology Co Ltd,Convertible Bonds,7406509,905513,China
Asia,China,Nexen Energy ULC,Government Related Bonds,166732577,20384575,Canada
Latin America,Colombia,Ecopetrol SA,Government Related Bonds,39376105,4814087,Colombia
Latin America,Colombia,Government of Colombia,Government,8605314504,1052078038,Colombia
Latin America,Colombia,Oleoducto Central SA,Government Related Bonds,211076306,25806000,Colombia
Europe,Croatia,Government of Croatia,Government,199560878,24398134,Croatia
Europe,Cyprus,Government of Cyprus,Government,338446352,41378148,Cyprus
Europe,Czech Republic,EP Energy AS,Corporate Bonds,40112088,4904068,Czech Republic
Europe,Czech Republic,Government of the Czech Republic,Government,5075592418,620537380,Czech Republic
Europe,Denmark,AP Moller - Maersk A/S,Corporate Bonds,78647885,9615420,Denmark
Europe,Denmark,BRFkredit A/S,Securitized Bonds,1256144662,153575120,Denmark
Europe,Denmark,Danske Bank A/S,Corporate Bonds,847026789,103556736,Denmark
Europe,Denmark,DLR Kredit A/S,Securitized Bonds,410351181,50169168,Denmark
Europe,Denmark,Government of Denmark,Government,9762712503,1193580480,Denmark
Europe,Denmark,ISS Global A/S,Corporate Bonds,164130164,20066407,Denmark
Europe,Denmark,Kommunekredit,Government Related Bonds,1177237958,143928058,Denmark
Europe,Denmark,Nordea Kredit Realkreditaktieselskab,Securitized Bonds,1934236518,236478023,Denmark
Europe,Denmark,Nykredit Realkredit A/S,Securitized Bonds,902692746,110362406,Denmark
Europe,Denmark,Orsted A/S,Government Related Bonds,426347213,52124828,Denmark
Europe,Denmark,TDC A/S,Corporate Bonds,319317927,39039524,Denmark
Europe,Finland,Elisa OYJ,Corporate Bonds,483733896,59140873,Finland
Europe,Finland,Finnfund,Government Related Bonds,439806998,53770409,Finland
Europe,Finland,Finnvera OYJ,Government Related Bonds,1451857320,177502775,Finland
Europe,Finland,Government of Finland,Government,13195382645,1613255655,Finland
Europe,Finland,Municipality Finance PLC,Government Related Bonds,1264490438,154595468,Finland
Europe,Finland,Nordea Mortgage Bank Plc,Securitized Bonds,1582382750,193460697,Finland
Europe,Finland,Oma Saastopankki Oyj,Securitized Bonds,340580231,41639034,Finland
Europe,Finland,OP Corporate Bank plc,Corporate Bonds,2210412768,270243084,Finland
Europe,Finland,OP Mortgage Bank,Securitized Bonds,1710576869,209133595,Finland
Europe,Finland,Saastopankkien Keskuspankki Suomi Oyj,Corporate Bonds,50300586,6149705,Finland
Europe,Finland,Sampo Oyj,Corporate Bonds,130797326,15991164,Finland
Europe,Finland,SP-Mortgage Bank Plc,Securitized Bonds,431135576,52710249,Finland
Europe,Finland,Suomen Hypoteekkiyhdistys,Securitized Bonds,392293121,47961405,Finland
Europe,Finland,Tyottomyysvakuutusrahasto,Government Related Bonds,773563999,94575241,Finland
Europe,France,Agence Francaise de Developpement,Government Related Bonds,1362977456,166636402,France
Europe,France,Agence France Locale,Government Related Bonds,543924406,66499710,France
Europe,France,Air Liquide Finance SA,Corporate Bonds,622893961,76154457,France
Europe,France,ALD SA,Corporate Bonds,249494754,30503005,France
Europe,France,Arkea Home Loans SFH SA,Securitized Bonds,599370870,73278545,France
Europe,France,Atos SE,Corporate Bonds,415807290,50836227,France
Europe,France,Auchan Holding SA,Corporate Bonds,375130156,45863077,France
Europe,France,Autoroutes du Sud de la France SA,Corporate Bonds,782577476,95677221,France
Europe,France,AXA Bank Europe SCF,Securitized Bonds,116225523,14209628,France
Europe,France,AXA SA,Corporate Bonds,656029310,80205555,France
Europe,France,Banque Federative du Credit Mutuel SA,Corporate Bonds,662381311,80982145,France
Europe,France,BNP Paribas Cardif SA,Corporate Bonds,425034215,51964302,France
Europe,France,BNP Paribas SA,Corporate Bonds,2505701969,306344877,France
Europe,France,Bouygues SA,Corporate Bonds,132689491,16222498,France
Europe,France,BPCE SA,Corporate Bonds,2526478181,308884958,France
Europe,France,BPCE SFH SA,Securitized Bonds,694568504,84917323,France
Europe,France,Bpifrance Financement SA,Government Related Bonds,2384744634,291556742,France
Europe,France,Caisse Centrale du Credit Immobilier de France SA,Government Related Bonds,900577863,110103842,France
Europe,France,Caisse d'Amortissement de la Dette Sociale,Government Related Bonds,1558712887,190566841,France
Europe,France,Caisse de Refinancement de l'Habitat SA,Securitized Bonds,2526073032,308835425,France
Europe,France,Caisse des Depots et Consignations,Government Related Bonds,99753883,12195820,France
Europe,France,Caisse Francaise de Financement Local,Securitized Bonds,4421934311,540621726,France
Europe,France,Capgemini SE,Corporate Bonds,386420896,47243472,France
Europe,France,Carrefour SA,Corporate Bonds,219709053,26861432,France
Europe,France,Christian Dior SE,Corporate Bonds,852510557,104227177,France
Europe,France,Cie de Financement Foncier SA,Securitized Bonds,634506172,77574156,France
Europe,France,Cie de Saint-Gobain,Corporate Bonds,160391199,19609284,France
Europe,France,CIF Euromortgage SA,Securitized Bonds,1022664263,125030016,France
Europe,France,City of Paris France,Government Related Bonds,78348169,9578777,France
Europe,France,CNP Assurances,Corporate Bonds,395588484,48364293,France
Europe,France,Credit Agricole Assurances SA,Corporate Bonds,731949757,89487521,France
Europe,France,Credit Agricole Home Loan SFH SA,Securitized Bonds,1336490041,163398075,France
Europe,France,Credit Agricole SA,Corporate Bonds,1103161637,134871553,France
Europe,France,Credit Mutuel - CIC Home Loan SFH SA,Securitized Bonds,147634160,18049620,France
Europe,France,Credit Mutuel Arkea SA,Corporate Bonds,152302792,18620403,France
Europe,France,Danone SA,Corporate Bonds,593780162,72595030,France
Europe,France,Edenred,Corporate Bonds,101665138,12429489,France
Europe,France,Electricite de France SA,Government Related Bonds,2114297783,258492152,France
Europe,France,Engie SA,Corporate Bonds,2195954587,268475440,France
Europe,France,Essilor International Cie Generale d'Optique SA,Corporate Bonds,166876230,20402138,France
Europe,France,Eurofins Scientific SE,Corporate Bonds,1582386366,193461139,Luxembourg
Europe,France,Gecina SA,Corporate Bonds,891305653,108970230,France
Europe,France,Government of France,Government,63517068510,7765539867,France
Europe,France,Iliad SA,Corporate Bonds,370915585,45347807,France
Europe,France,Infra Park SAS,Corporate Bonds,154368373,18872939,France
Europe,France,Kering,Corporate Bonds,534008516,65287403,France
Europe,France,Klepierre SA,Corporate Bonds,202687504,24780393,France
Europe,France,La Banque Postale Home Loan SFH SA,Securitized Bonds,499061697,61014836,France
Europe,France,La Banque Postale SA,Government Related Bonds,353630226,43234514,France
Europe,France,La Poste SA,Government Related Bonds,142653645,17440707,France
Europe,France,Legrand SA,Corporate Bonds,184560141,22564157,France
Europe,France,LVMH Moet Hennessy Louis Vuitton SE,Corporate Bonds,307375339,37579433,France
Europe,France,Michelin Luxembourg SCS,Corporate Bonds,153435844,18758929,Luxembourg
Europe,France,Orange SA,Corporate Bonds,349410792,42718650,France
Europe,France,Pernod Ricard SA,Corporate Bonds,265854913,32503183,France
Europe,France,Publicis Groupe SA,Corporate Bonds,101024913,12351215,France
Europe,France,Regie Autonome des Transports Parisiens,Government Related Bonds,407356096,49802991,France
Europe,France,Region of Ile de France,Government Related Bonds,601661864,73558640,France
Europe,France,Sanofi,Corporate Bonds,3683653238,450360143,France
Europe,France,Schneider Electric SE,Corporate Bonds,617627427,75510576,France
Europe,France,SES GLOBAL Americas Holdings GP,Corporate Bonds,164054318,20057134,United States
Europe,France,SFIL SA,Government Related Bonds,482387788,58976299,France
Europe,France,SNCF Mobilites,Government Related Bonds,109471949,13383942,France
Europe,France,SNCF Reseau,Government Related Bonds,1080306600,132077317,France
Europe,France,Societe Fonciere Lyonnaise SA,Corporate Bonds,125535574,15347867,France
Europe,France,Societe Generale SA,Corporate Bonds,528614915,64627986,France
Europe,France,Societe Generale SFH SA,Securitized Bonds,480751455,58776242,France
Europe,France,Sodexo SA,Corporate Bonds,105231278,12865482,France
Europe,France,Suez,Corporate Bonds,395981296,48412318,France
Europe,France,TDF Infrastructure SAS,Corporate Bonds,32288656,3947582,France
Europe,France,Technicolor SA,Corporate Bonds,9822,1201,France
Europe,France,Total Capital Canada Ltd,Corporate Bonds,246986788,30196383,Canada
Europe,France,Total Capital International SA,Corporate Bonds,294612668,36019081,France
Europe,France,Total Capital SA,Corporate Bonds,585241077,71551050,France
Europe,France,TOTAL SA,Corporate Bonds,1151601619,140793782,France
Europe,France,Transport et Infrastructures Gaz France SA,Corporate Bonds,216009076,26409076,France
Europe,France,UNEDIC ASSEO,Government Related Bonds,2212087350,270447817,France
Europe,France,Valeo SA,Corporate Bonds,116663012,14263115,France
Europe,France,Veolia Environnement SA,Corporate Bonds,739947259,90465289,France
Europe,France,Vivendi SA,Corporate Bonds,300369165,36722865,France
Europe,France,Wendel SA,Corporate Bonds,175422496,21446997,France
Europe,Germany,Aareal Bank AG,Securitized Bonds,1780489377,217681035,Germany
Europe,Germany,Allianz Finance II BV,Corporate Bonds,548312933,67036248,Netherlands
Europe,Germany,Aroundtown SA,Corporate Bonds,47878615,5853597,Luxembourg
Europe,Germany,BASF SE,Corporate Bonds,961315889,117529619,Germany
Europe,Germany,Bayer AG,Corporate Bonds,46608690,5698337,Germany
Europe,Germany,Bayer US Finance LLC,Corporate Bonds,1204231226,147228230,United States
Europe,Germany,Bayerische Landesbodenkreditanstalt,Government Related Bonds,838276753,102486964,Germany
Europe,Germany,Berlin Hyp AG,Securitized Bonds,1747238155,213615771,Germany
Europe,Germany,Bertelsmann SE & Co KGaA,Corporate Bonds,210886976,25782853,Germany
Europe,Germany,BMW Canada Inc,Corporate Bonds,79138915,9675453,Canada
Europe,Germany,Brenntag Finance BV,Corporate Bonds,195641296,23918930,Netherlands
Europe,Germany,Commerzbank AG,Corporate Bonds/Securitized Bonds,5172317918,632362953,Germany
Europe,Germany,Continental AG,Corporate Bonds,196727962,24051784,Germany
Europe,Germany,Continental Rubber of America Corp,Corporate Bonds,208621776,25505911,United States
Europe,Germany,CPI Property Group SA,Corporate Bonds,246998515,30197817,Luxembourg
Europe,Germany,Daimler Canada Finance Inc,Corporate Bonds,65793871,8043900,Canada
Europe,Germany,Deutsche Apotheker-und Aerztebank eG,Securitized Bonds,247780059,30293368,Germany
Europe,Germany,Deutsche Bahn Finance GMBH,Government Related Bonds,466436538,57026113,Germany
Europe,Germany,Deutsche Bank AG,Corporate Bonds/Securitized Bonds,2205465154,269638193,Germany
Europe,Germany,Deutsche Genossenschafts-Hypothekenbank AG,Securitized Bonds,167505404,20479061,Germany
Europe,Germany,Deutsche Hypothekenbank AG,Securitized Bonds,1766924489,216022604,Germany
Europe,Germany,Deutsche Pfandbriefbank AG,Securitized Bonds,2092761879,255859192,Germany
Europe,Germany,Deutsche Post AG,Corporate Bonds,337986704,41321951,Germany
Europe,Germany,Deutsche Post Finance BV,Corporate Bonds,111568722,13640292,Netherlands
Europe,Germany,Deutsche Telekom International Finance BV,Corporate Bonds,1679118280,205287496,Netherlands
Europe,Germany,Deutsche Wohnen SE,Corporate Bonds,509321005,62269130,Germany
Europe,Germany,DVB Bank SE,Corporate Bonds,578679243,70748806,Germany
Europe,Germany,E.ON International Finance BV,Corporate Bonds,192163468,23493733,Netherlands
Europe,Germany,E.ON SE,Corporate Bonds,803523157,98238021,Germany
Europe,Germany,EMD Finance LLC,Corporate Bonds,705459578,86248856,United States
Europe,Germany,Erste Abwicklungsanstalt,Government Related Bonds,1480738859,181033806,Germany
Europe,Germany,Eurogrid GmbH,Corporate Bonds,313842976,38370161,Germany
Europe,Germany,EWE AG,Government Related Bonds,176043981,21522979,Germany
Europe,Germany,FMS Wertmanagement AoeR,Government Related Bonds,8850625032,1082069484,Germany
Europe,Germany,Fresenius Finance Ireland PLC,Corporate Bonds,54412286,6652397,Ireland
Europe,Germany,Gemeinsame Deutsche Bundeslaender,Government Related Bonds,526805079,64406717,Germany
Europe,Germany,Government of Germany,Government,119590984787,14621086613,Germany
Europe,Germany,Hamburger Sparkasse AG,Securitized Bonds,541561774,66210857,Germany
Europe,Germany,Hella GmbH & Co KGaA,Corporate Bonds,73537392,8990616,Germany
Europe,Germany,Henkel AG & Co KGaA,Corporate Bonds,786027883,96099064,Germany
Europe,Germany,HSH Finanzfonds AoeR,Government Related Bonds,1070482065,130876178,Germany
Europe,Germany,HSH Nordbank AG,Securitized Bonds,736325668,90022516,Germany
Europe,Germany,innogy Finance BV,Corporate Bonds,1615458020,197504450,Netherlands
Europe,Germany,Investitionsbank Schleswig-Holstein,Government Related Bonds,242994775,29708323,Germany
Europe,Germany,Kreditanstalt fur Wiederaufbau,Government Related Bonds,28702527567,3509145295,Germany
Europe,Germany,Land Thueringen,Government Related Bonds,972704381,118921966,Germany
Europe,Germany,Landesbank Baden-Wuerttemberg,Corporate Bonds/Securitized Bonds,2133352263,260821736,Germany
Europe,Germany,Landesbank Hessen-Thueringen Girozentrale,Securitized Bonds,1636730358,200105187,Germany
Europe,Germany,Landeskreditbank Baden-Wuerttemberg Foerderbank,Government Related Bonds,1680416683,205446238,Germany
Europe,Germany,Landwirtschaftliche Rentenbank,Government Related Bonds,2592649007,316974944,Germany
Europe,Germany,Merck Financial Services GmbH,Corporate Bonds,446158351,54546920,Germany
Europe,Germany,Muenchener Hypothekenbank eG,Securitized Bonds,1049466653,128306852,Germany
Europe,Germany,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Corporate Bonds,222864824,27247254,Germany
Europe,Germany,Natixis Pfandbriefbank AG,Securitized Bonds,575210865,70324765,Germany
Europe,Germany,Norddeutsche Landesbank Girozentrale,Corporate Bonds/Securitized Bonds,1735765089,212213084,Germany
Europe,Germany,NRW Bank,Government Related Bonds,1610892259,196946244,Germany
Europe,Germany,Robert Bosch GmbH,Corporate Bonds,213735011,26131051,Germany
Europe,Germany,Santander Consumer Bank AG,Securitized Bonds,387027801,47317672,Germany
Europe,Germany,SAP SE,Corporate Bonds,1359584113,166221535,Germany
Europe,Germany,Siemens Financieringsmaatschappij NV,Corporate Bonds,2844569581,347774527,Netherlands
Europe,Germany,Sparkasse KoelnBonn,Securitized Bonds,399363816,48825862,Germany
Europe,Germany,State of Berlin Germany,Government Related Bonds,1742946016,213091018,Germany
Europe,Germany,State of Brandenburg,Government Related Bonds,1069040591,130699944,Germany
Europe,Germany,State of Bremen,Government Related Bonds,260520996,31851063,Germany
Europe,Germany,State of Hesse,Government Related Bonds,748908415,91560872,Germany
Europe,Germany,State of Lower Saxony,Government Related Bonds,3640121761,445038024,Germany
Europe,Germany,State of North Rhine-Westphalia Germany,Government Related Bonds,8002500263,978378510,Germany
Europe,Germany,State of Rhineland-Palatinate,Government Related Bonds,742016318,90718250,Germany
Europe,Germany,State of Saxony-Anhalt,Government Related Bonds,2055955736,251359306,Germany
